title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin
Arknights: Enshin Shomei,Arknights: RISE FROM EMBER,TV,10.0,24.0,VIDEO_GAME,SUMMER,Action;Fantasy,Pandemic;Female Protagonist;Dystopian;War;Kemonomimi;Ensemble Cast;Conspiracy,77.0,2025-07-04,JP
Tsuihousha Shokudou e Youkoso!,Welcome to the Outcast's Restaurant!,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Adventure;Comedy;Fantasy;Slice of Life,Restaurant;Male Protagonist;Slavery;Female Protagonist;Food;Suicide;Rural;Adoption;Magic;Rehabilitation,69.0,2025-07-04,JP
Mizu Zokusei no Mahou Tsukai,The Water Magician,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Action;Adventure;Fantasy,Isekai;Male Protagonist;Magic;Super Power;Class Struggle;Dungeon;Snowscape;Travel;Alchemy;Demons,70.0,2025-07-04,JP
Yofukashi no Uta Season 2,Call of the Night Season 2,TV,12.0,23.0,MANGA,SUMMER,Comedy;Psychological;Romance;Slice of Life;Supernatural,Vampire;Urban Fantasy;Urban;Female Protagonist;Heterosexual;Male Protagonist;Aromantic;Coming of Age;Shounen;Detective,83.0,2025-07-04,JP
Dandadan 2nd Season,DAN DA DAN Season 2,TV,12.0,24.0,MANGA,SUMMER,Action;Comedy;Drama;Romance;Sci-Fi;Supernatural,Ghost;Super Power;Youkai;Aliens;Shounen;Surreal Comedy;Urban Fantasy;Heterosexual;Primarily Teen Cast;Male Protagonist,84.0,2025-07-04,JP
9-nine- Shihaisha no Oukan,9-nine- Ruler's Crown,TV,13.0,24.0,VISUAL_NOVEL,SUMMER,Drama;Mystery;Psychological;Romance;Slice of Life;Supernatural,Urban Fantasy;Gore;Super Power;Male Protagonist;Female Harem;School;Primarily Teen Cast;Anthropomorphism;Heterosexual;Shrine Maiden,54.0,2025-07-05,JP
Gakkou de wa Oshiete Kurenai Taisetsu na Koto,,TV_SHORT,13.0,5.0,OTHER,SUMMER,Comedy;Slice of Life,School;Teacher,53.0,2025-07-05,JP
Punirunes Puni 3,,TV_SHORT,13.0,12.0,VIDEO_GAME,SUMMER,Slice of Life,Kids;Full CGI,53.0,2025-07-05,JP
Cardfight!! Vanguard: Divinez Deluxe Kesshou-hen,CARDFIGHT!! VANGUARD Divinez DELUXE Finals,TV,12.0,24.0,ORIGINAL,SUMMER,Action;Adventure;Fantasy,Card Battle,63.0,2025-07-05,JP
Silent Witch: Chinmoku no Majo no Kakushigoto,Secrets of the Silent Witch,TV,13.0,24.0,LIGHT_NOVEL,SUMMER,Adventure;Fantasy,Female Protagonist;Magic;Witch;School;Royal Affairs;Primarily Teen Cast;Hikikomori;Politics;Coming of Age;Shoujo,81.0,2025-07-05,JP
Fermat no Ryouri,Fermat Kitchen,TV,12.0,24.0,MANGA,SUMMER,Drama;Slice of Life,Food;Restaurant;Urban;Male Protagonist;Work;College;Shounen;Non-fiction,68.0,2025-07-05,JP
Seishun Buta Yarou wa Santa Claus no Yume wo Minai,Rascal Does Not Dream of Santa Claus,TV,13.0,24.0,LIGHT_NOVEL,SUMMER,Drama;Mystery;Psychological;Romance;Supernatural,College;Urban Fantasy;Heterosexual;Male Protagonist;Primarily Adult Cast;Memory Manipulation;Female Protagonist;Acting;Idol;CGI,81.0,2025-07-05,JP
Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai Sareru,Betrothed to My Sister's Ex,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Drama;Fantasy;Romance,Royal Affairs;Heterosexual;Marriage;Female Protagonist;Josei;Maids;Body Image;Iyashikei,72.0,2025-07-05,JP
Kizetsu Yuusha to Ansatsu Hime,The Shy Hero and the Assassin Princesses,ONA,12.0,24.0,MANGA,SUMMER,Action;Comedy;Fantasy,Magic;Assassins;Female Harem;Rehabilitation;Demons;Guns;Nudity;Male Protagonist;Medieval;Dullahan,64.0,2025-07-05,JP
Watari-kun no xx ga Houkai Sunzen,Watari-kun's ****** Is about to Collapse,TV,26.0,23.0,MANGA,SUMMER,Comedy;Drama;Romance;Slice of Life,Male Protagonist;Love Triangle;Primarily Teen Cast;Heterosexual;Kuudere;Yandere;School;Family Life;Agriculture;Female Harem,59.0,2025-07-05,JP
Kaoru Hana wa Rin to Saku,The Fragrant Flower Blooms With Dignity,TV,13.0,24.0,MANGA,SUMMER,Comedy;Drama;Romance,Heterosexual;Primarily Teen Cast;Male Protagonist;School;Iyashikei;Female Protagonist;Urban;Shounen;Ensemble Cast;Food,86.0,2025-07-06,JP
Ame to Kimi to,With You and the Rain,TV,12.0,23.0,MANGA,SUMMER,Comedy;Slice of Life,Iyashikei;Seinen;Female Protagonist;Animals;Urban;Primarily Adult Cast;Writing;Pregnancy;Episodic;Nudity,73.0,2025-07-06,JP
"Yuusha Party wo Tsuihou Sareta Shiro Madoushi, S Rank Boukensha ni Hirowareru: Kono Shiro Madoushi ga Kikakugaisugiru",Scooped Up by an S-Rank Adventurer!,ONA,12.0,24.0,LIGHT_NOVEL,SUMMER,Action;Adventure;Fantasy,Magic;Male Protagonist;Dungeon;Found Family;Post-Apocalyptic;Kemonomimi;Swordplay;Archery;Demons;Ensemble Cast,60.0,2025-07-06,JP
Tomica Heroes Jobraver: Tokusou Gattai Robo (TV),,TV_SHORT,13.0,12.0,OTHER,SUMMER,Action;Mecha,Full CGI;Advertisement;Kids;Super Robot;Shapeshifting;Work;Cars,53.0,2025-07-06,JP
Ruri no Houseki,Ruri Rocks,TV,13.0,24.0,MANGA,SUMMER,Adventure;Slice of Life,Outdoor Activities;Primarily Female Cast;Educational;Cute Girls Doing Cute Things;Female Protagonist;Episodic;Iyashikei;Wilderness;Environmental;Seinen,79.0,2025-07-06,JP
Hikaru ga Shinda Natsu,The Summer Hikaru Died,TV,12.0,23.0,MANGA,SUMMER,Horror;Mystery;Psychological;Supernatural;Thriller,Monster Boy;Rural;Male Protagonist;Cosmic Horror;Mythology;Body Horror;Urban Fantasy;Primarily Teen Cast;LGBTQ+ Themes;Seinen,81.0,2025-07-06,JP
Busamen Gachi Fighter,"Uglymug, Epicfighter",TV,12.0,24.0,MANGA,SUMMER,Adventure;Fantasy,Isekai;Seinen;Male Protagonist;Super Power;Surreal Comedy;Age Regression;Archery;Body Image;Rehabilitation;Gambling,62.0,2025-07-06,JP
Jibaku Shounen Hanako-kun 2 Part 2,Toilet-Bound Hanako-kun Season 2 Part 2,TV,12.0,24.0,MANGA,SUMMER,Action;Comedy;Drama;Mystery;Supernatural,Ensemble Cast;School;Shounen;Urban Fantasy;Youkai;Female Protagonist;Ghost;Exorcism;Magic;Shrine Maiden,79.0,2025-07-06,JP
Sono Bisque Doll wa Koi wo Suru Season 2,My Dress-Up Darling Season 2,TV,12.0,24.0,MANGA,SUMMER,Comedy;Ecchi;Romance;Slice of Life,Cosplay;Otaku Culture;Gyaru;Fashion;Male Protagonist;Female Protagonist;Heterosexual;Crossdressing;Photography;Makeup,83.0,2025-07-06,JP
Puniru wa Kawaii Slime 2nd Season,Puniru is a Kawaii Slime Season 2,TV,12.0,24.0,MANGA,SUMMER,Comedy;Fantasy;Romance;Slice of Life,Female Protagonist;Male Protagonist;Monster Girl;Agender;Shapeshifting;Surreal Comedy;Henshin;Kids;Primarily Teen Cast;School,69.0,2025-07-06,JP
Hotel Inhumans,Hotel Inhumans,TV,13.0,23.0,MANGA,SUMMER,Action;Drama,Assassins;Work;Inn;Episodic;Slavery;Yuri;LGBTQ+ Themes;Idol;Female Protagonist;Male Protagonist,64.0,2025-07-06,JP
GaCen Shoujo to Ibunka Kouryuu,Cultural Exchange with a Game Centre Girl,TV,12.0,24.0,MANGA,SUMMER,Comedy;Romance,Language Barrier;Iyashikei;Video Games;Slapstick;Heterosexual;Otaku Culture;Cosplay;Female Protagonist;Male Protagonist;Shounen,64.0,2025-07-06,JP
Dekin no Mogura,Dekin no Mogura: The Earthbound Mole,TV,12.0,24.0,MANGA,SUMMER,Comedy;Drama;Mystery;Slice of Life;Supernatural,Seinen;Exorcism;Primarily Adult Cast;Urban Fantasy;Surreal Comedy;Mythology;Slapstick;Male Protagonist,64.0,2025-07-06,JP
Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin,TV,13.0,24.0,LIGHT_NOVEL,SUMMER,Action;Adventure;Comedy;Drama;Fantasy;Romance,Anti-Hero;Isekai;Virtual World;Elf;Kingdom Management;Video Games;Magic;Creature Taming;Twins;Male Protagonist,67.0,2025-07-06,JP
Nyaight of the Living Cat,Nyaight of the Living Cat,ONA,12.0,25.0,MANGA,SUMMER,Horror,Post-Apocalyptic;Pandemic;Parody;Shapeshifting;Urban;Primarily Adult Cast;Surreal Comedy;Amnesia;Animals;Dystopian,61.0,2025-07-06,JP
Bad Girl,Bad Girl,ONA,12.0,24.0,MANGA,SUMMER,Comedy;Romance,School;Female Protagonist;Primarily Female Cast;Yuri;Primarily Teen Cast;Urban;Cute Girls Doing Cute Things;Surreal Comedy;Delinquents;Tsundere,69.0,2025-07-06,JP
Gachiakuta,Gachiakuta,TV,24.0,24.0,MANGA,SUMMER,Action;Drama;Fantasy,Shounen;Urban Fantasy;Super Power;Dystopian;Ensemble Cast;Survival;Revenge;Post-Apocalyptic;Male Protagonist;Class Struggle,80.0,2025-07-06,JP
Shinobanai! Crypto Ninja Sakuya San no Maki,,TV_SHORT,13.0,4.0,OTHER,SUMMER,Action;Comedy,Idol,53.0,2025-07-07,JP
Dekichau made Kon,"Marry Me, Let's Have a Baby!",ONA,8.0,7.0,MANGA,SUMMER,Hentai;Romance,Medicine,49.0,2025-07-07,JP
"Food Court de, Mata Ashita.",See You Tomorrow at the Food Court,TV,6.0,24.0,MANGA,SUMMER,Comedy;Slice of Life,Female Protagonist;Primarily Teen Cast;Primarily Female Cast;Cute Girls Doing Cute Things;Urban;Gyaru;Episodic;Video Games;Food;Surreal Comedy,73.0,2025-07-07,JP
Binan Koukou Chikyuu Bouei-bu Haikara!,Cute High Earth Defense Club Hi-CARA!,TV,12.0,24.0,ORIGINAL,SUMMER,Comedy;Mahou Shoujo;Sci-Fi;Slice of Life,Magic;Parody;Henshin;Primarily Male Cast;Super Power;Historical;Episodic;Male Protagonist,53.0,2025-07-07,JP
CITY THE ANIMATION,CITY THE ANIMATION,TV,13.0,27.0,MANGA,SUMMER,Comedy;Slice of Life,Urban;Slapstick;Ensemble Cast;Seinen;Surreal Comedy;Female Protagonist;Episodic;Philosophy;Primarily Adult Cast;Mixed Media,80.0,2025-07-07,JP
Grand Blue Season 2,Grand Blue Dreaming Season 2,TV,12.0,24.0,MANGA,SUMMER,Comedy;Slice of Life;Sports,Seinen;College;Primarily Adult Cast;Otaku Culture;School Club;Ensemble Cast;Yandere;Sadism;Male Protagonist;Coastal,83.0,2025-07-08,JP
"Watashi ga Koibito ni Nareru Wake Naijan, Murimuri! (※Muri ja Nakatta!?)",There's No Freaking Way I'll Be Your Lover! Unless…,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Comedy;Romance,Female Protagonist;Primarily Female Cast;Yuri;Female Harem;LGBTQ+ Themes;School;Polyamorous;Love Triangle;Mixed Media;Primarily Teen Cast,76.0,2025-07-08,JP
Kakkou no Iinazuke Season 2,A Couple of Cuckoos Season 2,TV,12.0,24.0,MANGA,SUMMER,Comedy;Romance,Heterosexual;Love Triangle;Male Protagonist;Arranged Marriage;School;Female Harem;Shounen;Female Protagonist;Inseki;Cohabitation,67.0,2025-07-08,JP
Tate no Yuusha no Nariagari Season 4,The Rising of the Shield Hero Season 4,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Action;Adventure;Fantasy,Anti-Hero;Medieval;Isekai;Male Protagonist;Magic;Dragons;Transgender;Ships,70.0,2025-07-09,JP
Osomatsu-san 4th Season,Mr. Osomatsu 4th season,TV,13.0,24.0,MANGA,SUMMER,Comedy;Sci-Fi;Slice of Life,Twins;Surreal Comedy;Episodic;Aliens;Slapstick,58.0,2025-07-09,JP
Turkey!,Turkey! Time to Strike,TV,12.0,23.0,ORIGINAL,SUMMER,Adventure;Sports;Supernatural,Female Protagonist;Historical;Primarily Female Cast;Bowling;Primarily Teen Cast;Coming of Age;School Club;Crossdressing;Swordplay;Samurai,63.0,2025-07-09,JP
New PANTY & STOCKING with GARTERBELT,New PANTY & STOCKING with GARTERBELT,TV,13.0,24.0,ORIGINAL,SUMMER,Action;Comedy;Ecchi;Supernatural,Female Protagonist;Parody;Surreal Comedy;Angels;Anti-Hero;Demons;Swordplay;Guns;Twins;Episodic,79.0,2025-07-10,JP
"Tensei Shitara Dai Nana Ouji Dattanode, Kimamani Majutsu wo Kiwamemasu 2nd Season",I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability Season 2,TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Action;Adventure;Fantasy;Slice of Life,Magic;Male Protagonist;Medieval;Creature Taming;Femboy;Angels;Demons;Religion;Philosophy;Maids,76.0,2025-07-10,JP
Dr. STONE: SCIENCE FUTURE Part 2,Dr. STONE SCIENCE FUTURE Cour 2,TV,12.0,24.0,MANGA,SUMMER,Action;Adventure;Comedy;Sci-Fi,Shounen;Male Protagonist;Post-Apocalyptic;Foreign;Ensemble Cast;Guns;Lost Civilization;Educational;Survival;Travel,84.0,2025-07-10,JP
"Mikadono Sanshimai wa Angai, Choroi.",Dealing with Mikadono Sisters Is a Breeze,TV,12.0,24.0,MANGA,SUMMER,Comedy;Romance,Cohabitation;Male Protagonist;Female Harem;Shounen;Heterosexual;Tomboy;Found Family;School;Female Protagonist;Tsundere,76.0,2025-07-10,JP
Obusu ni Hanataba wo,,ONA,13.0,1.0,MANGA,SUMMER,Comedy;Romance,Chibi,48.0,2025-07-10,JP
Leviathan,Leviathan,ONA,12.0,25.0,OTHER,SUMMER,Adventure;Mecha;Sci-Fi,War;Aviation;Steampunk;Military;Royal Affairs;Historical;Full CGI;Foreign;Tomboy;Travel,66.0,2025-07-10,JP
Kizu darake Seijo yori Houfuku wo Komete,"With Vengeance, Sincerely, Your Broken Saintess",TV_SHORT,12.0,13.0,MANGA,SUMMER,Fantasy;Romance,Villainess;Revenge;Royal Affairs;CGI;Shoujo;Female Protagonist;Heterosexual;Flash,61.0,2025-07-10,JP
Tougen Anki,TOUGEN ANKI,TV,24.0,24.0,MANGA,SUMMER,Action;Mystery;Supernatural,Demons;Shounen;Guns;Male Protagonist;Shapeshifting;Urban Fantasy;Revenge;Large Breasts;CGI;Super Power,64.0,2025-07-11,JP
Tsuihou Shiro Madoushi Mini Anime,,ONA,12.0,2.0,LIGHT_NOVEL,SUMMER,Comedy;Fantasy,,48.0,2025-07-11,JP
Futari Solo Camp,Solo Camping for Two,TV,24.0,24.0,MANGA,SUMMER,Slice of Life,Camping;Heterosexual;Food;Educational;Outdoor Activities;Primarily Adult Cast;Seinen;Male Protagonist;Badminton,63.0,2025-07-11,JP
Shuukan Ranobe Anime,,TV,13.0,23.0,ORIGINAL,SUMMER,Action;Drama;Romance,Full CGI;CGI;Anthology;Detective;Idol;VTuber,61.0,2025-07-13,JP
Yami Shibai 15,Theatre of Darkness: Yamishibai 15,TV_SHORT,13.0,4.0,ORIGINAL,SUMMER,Horror;Supernatural,Anthology;Episodic,53.0,2025-07-14,JP
SAKAMOTO DAYS Part 2,SAKAMOTO DAYS Part 2,ONA,11.0,24.0,MANGA,SUMMER,Action;Comedy,Assassins;Crime;Criminal Organization;Gangs;Urban;Male Protagonist;Guns;Shounen;Found Family;Primarily Adult Cast,79.0,2025-07-15,JP
BULLET/BULLET,BULLET/BULLET,ONA,12.0,25.0,ORIGINAL,SUMMER,,Cars;Post-Apocalyptic;Male Protagonist;Robots;Family Life;Assassins;Criminal Organization;Food,58.0,2025-07-16,JP
Utagoe wa Mille-Feuille,Harmony of Mille-Feuille,TV,10.0,24.0,OTHER,SUMMER,Music;Slice of Life,Female Protagonist;School;Primarily Female Cast;Coming of Age;Primarily Teen Cast;School Club;Band,62.0,2025-07-17,JP
Kimetsu no Yaiba: Mugenjou-hen Movie 1 - Akaza Sairai,Demon Slayer: Kimetsu no Yaiba Infinity Castle,MOVIE,1.0,155.0,MANGA,SUMMER,Action;Adventure;Drama;Fantasy;Supernatural,Demons;Male Protagonist;Swordplay;War;Revenge;Shounen;Super Power;Martial Arts;Dungeon;Gore,87.0,2025-07-18,JP
"Tooi-san wa Seishun Shitai! ""Baka to SmaPho to Romance to""",,MOVIE,1.0,90.0,ORIGINAL,SUMMER,Comedy,School,73.0,2025-07-18,JP
Kaijuu 8-gou 2nd Season,Kaiju No. 8 Season 2,TV,11.0,24.0,MANGA,SUMMER,Action;Sci-Fi,Urban;Kaiju;Monster Boy;Male Protagonist;Shounen;Shapeshifting;Military;Rescue;Primarily Adult Cast;Guns,79.0,2025-07-19,JP
Nukitashi THE ANIMATION,Nukitashi THE ANIMATION,TV,11.0,24.0,VISUAL_NOVEL,SUMMER,Action;Comedy;Drama;Ecchi;Romance,Dystopian;Public Sex;Exhibitionism;Hypersexuality;Male Protagonist;Heterosexual;Primarily Female Cast;Nudity;Virginity;Primarily Teen Cast,68.0,2025-07-19,JP
TOMICA & TOM,,TV_SHORT,8.0,2.0,OTHER,SUMMER,Slice of Life,Cars;Advertisement;Kids;Animals;Primarily Animal Cast;Anthropomorphism;Firefighters,,2025-07-20,JP
My Melody & Kuromi,My Melody & Kuromi,ONA,12.0,13.0,ORIGINAL,SUMMER,Fantasy;Slice of Life,Stop Motion;Animals;Primarily Animal Cast;Female Protagonist;Food;Magic;Primarily Female Cast;Restaurant;Kids;Lost Civilization,78.0,2025-07-24,JP
Karaoke Iko!,Let's Go Karaoke!,TV,5.0,24.0,MANGA,SUMMER,Comedy;Music,Coming of Age;Yakuza;Male Protagonist;Urban;School Club;Primarily Male Cast;LGBTQ+ Themes;Iyashikei;Seinen,75.0,2025-07-24,JP
Kyou wa Yubiwa wo Hazusu kara......,,OVA,1.0,20.0,ORIGINAL,SUMMER,Hentai,,,2025-07-25,JP
Immoral Game Master THE ANIMATION,,OVA,1.0,20.0,MANGA,SUMMER,Adventure;Fantasy;Hentai,Virtual World;Anal Sex;Rape;Large Breasts;Prostitution;Tentacles;School;Cervix Penetration,60.0,2025-07-25,JP
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai Season 3,,ONA,6.0,5.0,MANGA,SUMMER,Comedy,Slapstick;Male Protagonist;Episodic,48.0,2025-08-01,JP
Crayon Shin-chan: Chou Karei! Shakunetsu no Kasukabe Dancers,,MOVIE,1.0,79.0,MANGA,SUMMER,Comedy;Ecchi;Slice of Life,,73.0,2025-08-08,JP
SUPER NINJA NEKO,,ONA,1.0,1.0,ORIGINAL,SUMMER,Action,Anthropomorphism;Martial Arts;Superhero;Ninja;Stop Motion;Crime,48.0,2025-08-13,JP
ChaO,ChaO,MOVIE,1.0,90.0,ORIGINAL,SUMMER,Fantasy;Romance,Mermaid,61.0,2025-08-15,JP
"Muchuu sa, Kimi ni.","Captivated, By You",TV,5.0,24.0,MANGA,SUMMER,Slice of Life,Seinen;Cute Boys Doing Cute Things;LGBTQ+ Themes;Male Protagonist;School;Primarily Teen Cast;Boys' Love;Bullying;Ensemble Cast,70.0,2025-08-21,JP
Odekake Kozame: Tokai no Otomodachi,,MOVIE,1.0,74.0,MANGA,SUMMER,Slice of Life,Urban;Animals;Iyashikei;Anthropomorphism,73.0,2025-08-22,JP
AS ONE,,MOVIE,1.0,79.0,VIDEO_GAME,SUMMER,Mecha;Sci-Fi,Full CGI,73.0,2025-08-22,JP
bâan: Otona no Kyoukai,bâan: The Boundary of Adulthood,MOVIE,1.0,18.0,ORIGINAL,SUMMER,Fantasy,Female Protagonist;Urban Fantasy;Coming of Age;Isekai;Found Family;Achronological Order;Adoption;Mythology;Male Protagonist;Urban,70.0,2025-08-24,JP
Hitozuma no Kuchibiru wa Kan Chu-Hi no Aji ga Shite OVA,Chuhai Lips: Canned Flavor of Married Women OVA,ONA,1.0,5.0,MANGA,SUMMER,Comedy;Ecchi;Romance,Cheating;Heterosexual;MILF;Nudity,53.0,2025-08-27,JP
Koushoku no Chuugi Kunoichi Botan,,OVA,1.0,20.0,OTHER,SUMMER,Hentai,Flat Chest;Netorare;Ninja;Nakadashi,54.0,2025-08-29,JP
Shachiku Cinderella,,OVA,1.0,,ORIGINAL,SUMMER,Hentai,,54.0,2025-08-29,JP
Fushigi ‌no ‌Kuni ‌de ‌Alice to: Dive ‌in ‌Wonderland,,MOVIE,1.0,79.0,OTHER,SUMMER,Fantasy,Female Protagonist;Fairy Tale;Isekai,73.0,2025-08-29,JP
Mujin Eki The Animation,,OVA,1.0,20.0,OTHER,SUMMER,Hentai,Rape,55.0,2025-08-29,JP
Purepure Peropero Princess,,OVA,1.0,,VISUAL_NOVEL,SUMMER,Hentai,Isekai;Matriarchy;Medieval;Nakadashi;Oyakodon;Fellatio;Squirting;Boobjob;Handjob;Group Sex,59.0,2025-08-29,JP
Inpuru-kun no Sonzai Shinai Oshigoto,,ONA,1.0,3.0,OTHER,FALL,Comedy,,,2025-09-01,JP
Ashita no Arika,Whereabouts of Tomorrow: Ashita no Arika,ONA,1.0,54.0,ORIGINAL,SUMMER,Drama;Romance;Supernatural,,47.0,2025-09-02,JP
Pokémon Concierge Part 2,Pokémon Concierge: Season 1: Part 2,ONA,4.0,16.0,VIDEO_GAME,SUMMER,Fantasy;Slice of Life,Female Protagonist;Work;Iyashikei;Stop Motion;Coastal;Environmental;Animals;Episodic;Slapstick;Philosophy,74.0,2025-09-04,JP
Chainsaw Biyori,Chainsaw Days,ONA,5.0,5.0,MANGA,SUMMER,Comedy;Slice of Life,Food;Demons;Family Life;Found Family;Episodic;Homeless;Achronological Order,70.0,2025-09-05,JP
Chikyuu no Latair,,TV_SHORT,5.0,10.0,OTHER,SUMMER,,Educational;Animals;School;Environmental;Full CGI;Desert,53.0,2025-09-05,JP
Kimi to Idol Precure♪ Omatase! Kimi ni Todokeru KirakkiLive!,,MOVIE,1.0,79.0,ORIGINAL,FALL,Mahou Shoujo;Music,Female Protagonist;Fairy;Idol;Primarily Female Cast;Magic;Henshin;Kids;Crossover,73.0,2025-09-12,JP
Netorareta Bakunyuu Tsuma-tachi,,OVA,2.0,20.0,MANGA,SUMMER,Hentai,,57.0,2025-09-12,JP
Hyakuemu.,100 METERS,MOVIE,1.0,106.0,MANGA,SUMMER,Drama;Sports,Athletics;Rotoscoping;Coming of Age;Male Protagonist;Fitness;Philosophy;Shounen;Outdoor Activities,79.0,2025-09-19,JP
Chainsaw Man: Reze-hen,Chainsaw Man – The Movie: Reze Arc,MOVIE,1.0,100.0,MANGA,SUMMER,Action;Drama;Horror;Romance;Supernatural,Demons;Monster Boy;Urban Fantasy;Male Protagonist;Monster Girl;Urban;Henshin;Gore;Heterosexual;Body Horror,91.0,2025-09-19,JP
Mushoku no Eiyuu: Betsu ni Skill nanka Ira Nakattan Daga,Hero Without a Class: Who Even Needs Skills?!,ONA,12.0,24.0,LIGHT_NOVEL,FALL,Action;Adventure;Comedy;Fantasy,Shounen;Swordplay;Magic;Male Protagonist;Rural;Dungeon;Tomboy,60.0,2025-09-24,JP
Sister Breeder,,OVA,2.0,20.0,MANGA,FALL,Hentai,Inseki;Incest;Nakadashi;Anal Sex;Sex Toys;Heterosexual;Fellatio,70.0,2025-09-26,JP
Towa no Yuugure,Dusk Beyond the End of the World,TV,13.0,24.0,ORIGINAL,FALL,Action;Drama;Romance;Sci-Fi,Heterosexual;Robots;Female Harem;Dystopian;Lost Civilization;Bisexual;Artificial Intelligence;Post-Apocalyptic;Male Protagonist;Inseki,64.0,2025-09-26,JP
Korette Naani?,,OVA,1.0,,ORIGINAL,SUMMER,Hentai,,55.0,2025-09-26,JP
Cat's♥Eye (2025),Cat's Eye (2025),ONA,12.0,24.0,MANGA,FALL,Action;Adventure;Comedy;Mystery;Romance,Female Protagonist;Crime;Police;Shounen;Fugitive;Episodic;Primarily Female Cast;Heterosexual;Primarily Adult Cast;Urban,58.0,2025-09-26,JP
Kiken na Mori Onigokko,,OVA,1.0,,OTHER,SUMMER,Hentai,,45.0,2025-09-26,JP
Kakurenbo THE ANIMATION,,OVA,1.0,30.0,MANGA,SUMMER,Hentai,School;Cunnilingus;Fellatio;Fingering;Nudity;Female Protagonist;Male Protagonist,68.0,2025-09-26,JP
Yasei no Last Boss ga Arawareta!,A Wild Last Boss Appeared!,ONA,6.0,23.0,LIGHT_NOVEL,FALL,Action;Adventure;Fantasy,Isekai;Gender Bending;Magic;Virtual World;Video Games;Female Protagonist;Primarily Female Cast;Super Power;Femboy;Villainess,71.0,2025-09-27,JP
Sozai Saishuka no Isekai Ryokouki,A Gatherer's Adventure in Isekai,ONA,12.0,24.0,LIGHT_NOVEL,FALL,Adventure;Comedy;Fantasy;Slice of Life,Isekai;Male Protagonist;Magic;Travel;Dragons;Food;Elf,56.0,2025-09-30,JP
Yano-kun no Futsuu no Hibi,Yano-kun's Ordinary Days,TV,12.0,22.0,MANGA,FALL,Comedy;Romance;Slice of Life,Seinen;Primarily Teen Cast;Female Protagonist;School;Heterosexual;Urban;Love Triangle;Unrequited Love;Slapstick,69.0,2025-10-01,JP
MUZIK TIGER In the Forest 2,,TV_SHORT,13.0,1.0,OTHER,FALL,Slice of Life,Primarily Animal Cast;Animals;Anthropomorphism;No Dialogue;Iyashikei;Episodic;Ensemble Cast,53.0,2025-10-01,JP
Chou Futsuu Mahou Shoujo Asumi Toruverse,,TV_SHORT,13.0,4.0,ORIGINAL,FALL,Comedy;Fantasy;Mahou Shoujo,,53.0,2025-10-02,JP
Sylvanian Families: Freya no Wonder Days,,TV_SHORT,12.0,12.0,OTHER,FALL,Fantasy;Slice of Life,,53.0,2025-10-02,JP
Taiyou yori mo Mabushii Hoshi,A Star Brighter Than the Sun,TV,12.0,24.0,MANGA,FALL,Romance,Shoujo;Heterosexual;Female Protagonist;School;Primarily Teen Cast;Tennis,66.0,2025-10-02,JP
Kikaijikake no Marie Mini Anime,,ONA,13.0,3.0,MANGA,FALL,Comedy;Romance,,48.0,2025-10-02,JP
"Watashi wo Tabetai, Hitodenashi",This Monster Wants to Eat Me,TV,13.0,24.0,MANGA,FALL,Drama;Horror;Psychological;Romance;Supernatural,Monster Girl;Youkai;Female Protagonist;Suicide;Primarily Female Cast;Yuri;Orphan;LGBTQ+ Themes;Mermaid;Seinen,71.0,2025-10-02,JP
Bukiyou na Senpai.,My Awkward Senpai,TV,12.0,24.0,MANGA,FALL,Comedy;Romance,Office Lady;Office;Seinen;Work;Primarily Adult Cast;Assassins;Heterosexual;Tsundere;Urban;Female Protagonist,66.0,2025-10-02,JP
Koala Enikki,Koala's Diary,ONA,21.0,2.0,MANGA,FALL,Slice of Life,Anthropomorphism;Primarily Animal Cast;No Dialogue;Iyashikei;Episodic;Animals,48.0,2025-10-02,JP
Let’s Play: Quest Darake no My Life,Let’s Play,TV,13.0,23.0,OTHER,FALL,Comedy;Romance;Slice of Life,Female Protagonist;Primarily Adult Cast;Heterosexual;Foreign;Male Harem;Video Games;Disability,59.0,2025-10-02,JP
Kakuriyo no Yadomeshi 2nd Season,Kakuriyo -Bed & Breakfast for Spirits- 2,TV,13.0,24.0,LIGHT_NOVEL,FALL,Drama;Romance;Slice of Life;Supernatural,Shoujo;Youkai;Food;Inn,66.0,2025-10-02,JP
Ganso! Bandori-chan,GANSO! BanG Dream Chan,ONA,52.0,1.0,OTHER,FALL,Comedy;Music,Chibi;Primarily Teen Cast;Cute Girls Doing Cute Things;Band;Episodic;Primarily Female Cast;Ensemble Cast;Female Protagonist;School;Urban,65.0,2025-10-02,JP
